CustomerID,Name,City,Amount
152,Customer_152,City_52,1520
153,Customer_153,City_53,1530
154,Customer_154,City_54,1540
155,Customer_155,City_55,1550
156,Customer_156,City_56,1560
157,Customer_157,City_57,1570
158,Customer_158,City_58,1580
159,Customer_159,City_59,1590
160,Customer_160,City_60,1600
161,Customer_161,City_61,1610
162,Customer_162,City_62,1620
163,Customer_163,City_63,1630
164,Customer_164,City_64,1640
165,Customer_165,City_65,1650
166,Customer_166,City_66,1660
167,Customer_167,City_67,1670
168,Customer_168,City_68,1680
169,Customer_169,City_69,1690
170,Customer_170,City_70,1700
171,Customer_171,City_71,1710
172,Customer_172,City_72,1720
173,Customer_173,City_73,1730
174,Customer_174,City_74,1740
175,Customer_175,City_75,1750
176,Customer_176,City_76,1760
177,Customer_177,City_77,1770
178,Customer_178,City_78,1780
179,Customer_179,City_79,1790
180,Customer_180,City_80,1800
181,Customer_181,City_81,1810
182,Customer_182,City_82,1820
183,Customer_183,City_83,1830
184,Customer_184,City_84,1840
185,Customer_185,City_85,1850
186,Customer_186,City_86,1860
187,Customer_187,City_87,1870
188,Customer_188,City_88,1880
189,Customer_189,City_89,1890
190,Customer_190,City_90,1900
191,Customer_191,City_91,1910
192,Customer_192,City_92,1920
193,Customer_193,City_93,1930
194,Customer_194,City_94,1940
195,Customer_195,City_95,1950
196,Customer_196,City_96,1960
197,Customer_197,City_97,1970
198,Customer_198,City_98,1980
199,Customer_199,City_99,1990
200,Customer_200,City_0,2000
201,Customer_201,City_1,2010
202,Customer_202,City_2,2020
203,Customer_203,City_3,2030
204,Customer_204,City_4,2040
205,Customer_205,City_5,2050
206,Customer_206,City_6,2060
207,Customer_207,City_7,2070
208,Customer_208,City_8,2080
209,Customer_209,City_9,2090
210,Customer_210,City_10,2100
211,Customer_211,City_11,2110
212,Customer_212,City_12,2120
213,Customer_213,City_13,2130
214,Customer_214,City_14,2140
215,Customer_215,City_15,2150
216,Customer_216,City_16,2160
217,Customer_217,City_17,2170
218,Customer_218,City_18,2180
219,Customer_219,City_19,2190
220,Customer_220,City_20,2200
221,Customer_221,City_21,2210
222,Customer_222,City_22,2220
223,Customer_223,City_23,2230
224,Customer_224,City_24,2240
225,Customer_225,City_25,2250
226,Customer_226,City_26,2260
227,Customer_227,City_27,2270
228,Customer_228,City_28,2280
229,Customer_229,City_29,2290
230,Customer_230,City_30,2300
231,Customer_231,City_31,2310
232,Customer_232,City_32,2320
233,Customer_233,City_33,2330
234,Customer_234,City_34,2340
235,Customer_235,City_35,2350
236,Customer_236,City_36,2360
237,Customer_237,City_37,2370
238,Customer_238,City_38,2380
239,Customer_239,City_39,2390
240,Customer_240,City_40,2400
241,Customer_241,City_41,2410
242,Customer_242,City_42,2420
243,Customer_243,City_43,2430
244,Customer_244,City_44,2440
245,Customer_245,City_45,2450
246,Customer_246,City_46,2460
247,Customer_247,City_47,2470
248,Customer_248,City_48,2480
249,Customer_249,City_49,2490
250,Customer_250,City_50,2500
251,Customer_251,City_51,2510
252,Customer_252,City_52,2520
253,Customer_253,City_53,2530
254,Customer_254,City_54,2540
255,Customer_255,City_55,2550
256,Customer_256,City_56,2560
257,Customer_257,City_57,2570
258,Customer_258,City_58,2580
259,Customer_259,City_59,2590
260,Customer_260,City_60,2600
261,Customer_261,City_61,2610
262,Customer_262,City_62,2620
263,Customer_263,City_63,2630
264,Customer_264,City_64,2640
265,Customer_265,City_65,2650
266,Customer_266,City_66,2660
267,Customer_267,City_67,2670
268,Customer_268,City_68,2680
269,Customer_269,City_69,2690
270,Customer_270,City_70,2700
271,Customer_271,City_71,2710
272,Customer_272,City_72,2720
273,Customer_273,City_73,2730
274,Customer_274,City_74,2740
275,Customer_275,City_75,2750
276,Customer_276,City_76,2760
277,Customer_277,City_77,2770
278,Customer_278,City_78,2780
279,Customer_279,City_79,2790
280,Customer_280,City_80,2800
281,Customer_281,City_81,2810
282,Customer_282,City_82,2820
283,Customer_283,City_83,2830
284,Customer_284,City_84,2840
285,Customer_285,City_85,2850
286,Customer_286,City_86,2860
287,Customer_287,City_87,2870
288,Customer_288,City_88,2880
289,Customer_289,City_89,2890
290,Customer_290,City_90,2900
291,Customer_291,City_91,2910
292,Customer_292,City_92,2920
293,Customer_293,City_93,2930
294,Customer_294,City_94,2940
295,Customer_295,City_95,2950
296,Customer_296,City_96,2960
297,Customer_297,City_97,2970
298,Customer_298,City_98,2980
299,Customer_299,City_99,2990
300,Customer_300,City_0,3000
301,Customer_301,City_1,3010
302,Customer_302,City_2,3020
303,Customer_303,City_3,3030
304,Customer_304,City_4,3040
305,Customer_305,City_5,3050
306,Customer_306,City_6,3060
307,Customer_307,City_7,3070
308,Customer_308,City_8,3080
309,Customer_309,City_9,3090
310,Customer_310,City_10,3100
311,Customer_311,City_11,3110
312,Customer_312,City_12,3120
313,Customer_313,City_13,3130
314,Customer_314,City_14,3140
315,Customer_315,City_15,3150
316,Customer_316,City_16,3160
317,Customer_317,City_17,3170
318,Customer_318,City_18,3180
319,Customer_319,City_19,3190
320,Customer_320,City_20,3200
321,Customer_321,City_21,3210
322,Customer_322,City_22,3220
323,Customer_323,City_23,3230
324,Customer_324,City_24,3240
325,Customer_325,City_25,3250
326,Customer_326,City_26,3260
327,Customer_327,City_27,3270
328,Customer_328,City_28,3280
329,Customer_329,City_29,3290
330,Customer_330,City_30,3300
331,Customer_331,City_31,3310
332,Customer_332,City_32,3320
333,Customer_333,City_33,3330
334,Customer_334,City_34,3340
335,Customer_335,City_35,3350
336,Customer_336,City_36,3360
337,Customer_337,City_37,3370
338,Customer_338,City_38,3380
339,Customer_339,City_39,3390
340,Customer_340,City_40,3400
341,Customer_341,City_41,3410
342,Customer_342,City_42,3420
343,Customer_343,City_43,3430
344,Customer_344,City_44,3440
345,Customer_345,City_45,3450
346,Customer_346,City_46,3460
347,Customer_347,City_47,3470
348,Customer_348,City_48,3480
349,Customer_349,City_49,3490
350,Customer_350,City_50,3500
351,Customer_351,City_51,3510
352,Customer_352,City_52,3520
353,Customer_353,City_53,3530
354,Customer_354,City_54,3540
355,Customer_355,City_55,3550
356,Customer_356,City_56,3560
357,Customer_357,City_57,3570
358,Customer_358,City_58,3580
359,Customer_359,City_59,3590
360,Customer_360,City_60,3600
361,Customer_361,City_61,3610
362,Customer_362,City_62,3620
363,Customer_363,City_63,3630
364,Customer_364,City_64,3640
365,Customer_365,City_65,3650
366,Customer_366,City_66,3660
367,Customer_367,City_67,3670
368,Customer_368,City_68,3680
369,Customer_369,City_69,3690
370,Customer_370,City_70,3700
371,Customer_371,City_71,3710
372,Customer_372,City_72,3720
373,Customer_373,City_73,3730
374,Customer_374,City_74,3740
375,Customer_375,City_75,3750
376,Customer_376,City_76,3760
377,Customer_377,City_77,3770
378,Customer_378,City_78,3780
379,Customer_379,City_79,3790
380,Customer_380,City_80,3800
381,Customer_381,City_81,3810
382,Customer_382,City_82,3820
383,Customer_383,City_83,3830
384,Customer_384,City_84,3840
385,Customer_385,City_85,3850
386,Customer_386,City_86,3860
387,Customer_387,City_87,3870
388,Customer_388,City_88,3880
389,Customer_389,City_89,3890
390,Customer_390,City_90,3900
391,Customer_391,City_91,3910
392,Customer_392,City_92,3920
393,Customer_393,City_93,3930
394,Customer_394,City_94,3940
395,Customer_395,City_95,3950
396,Customer_396,City_96,3960
397,Customer_397,City_97,3970
398,Customer_398,City_98,3980
399,Customer_399,City_99,3990
400,Customer_400,City_0,4000
401,Customer_401,City_1,4010
402,Customer_402,City_2,4020
403,Customer_403,City_3,4030
404,Customer_404,City_4,4040
405,Customer_405,City_5,4050
406,Customer_406,City_6,4060
407,Customer_407,City_7,4070
408,Customer_408,City_8,4080
409,Customer_409,City_9,4090
410,Customer_410,City_10,4100
411,Customer_411,City_11,4110
412,Customer_412,City_12,4120
413,Customer_413,City_13,4130
414,Customer_414,City_14,4140
415,Customer_415,City_15,4150
416,Customer_416,City_16,4160
417,Customer_417,City_17,4170
418,Customer_418,City_18,4180
419,Customer_419,City_19,4190
420,Customer_420,City_20,4200
421,Customer_421,City_21,4210
422,Customer_422,City_22,4220
423,Customer_423,City_23,4230
424,Customer_424,City_24,4240
425,Customer_425,City_25,4250
426,Customer_426,City_26,4260
427,Customer_427,City_27,4270
428,Customer_428,City_28,4280
429,Customer_429,City_29,4290
430,Customer_430,City_30,4300
431,Customer_431,City_31,4310
432,Customer_432,City_32,4320
433,Customer_433,City_33,4330
434,Customer_434,City_34,4340
435,Customer_435,City_35,4350
436,Customer_436,City_36,4360
437,Customer_437,City_37,4370
438,Customer_438,City_38,4380
439,Customer_439,City_39,4390
440,Customer_440,City_40,4400
441,Customer_441,City_41,4410
442,Customer_442,City_42,4420
443,Customer_443,City_43,4430
444,Customer_444,City_44,4440
445,Customer_445,City_45,4450
446,Customer_446,City_46,4460
447,Customer_447,City_47,4470
448,Customer_448,City_48,4480
449,Customer_449,City_49,4490
450,Customer_450,City_50,4500
451,Customer_451,City_51,4510
452,Customer_452,City_52,4520
453,Customer_453,City_53,4530
454,Customer_454,City_54,4540
455,Customer_455,City_55,4550
456,Customer_456,City_56,4560
457,Customer_457,City_57,4570
458,Customer_458,City_58,4580
459,Customer_459,City_59,4590
460,Customer_460,City_60,4600
461,Customer_461,City_61,4610
462,Customer_462,City_62,4620
463,Customer_463,City_63,4630
464,Customer_464,City_64,4640
465,Customer_465,City_65,4650
466,Customer_466,City_66,4660
467,Customer_467,City_67,4670
468,Customer_468,City_68,4680
469,Customer_469,City_69,4690
470,Customer_470,City_70,4700
471,Customer_471,City_71,4710
472,Customer_472,City_72,4720
473,Customer_473,City_73,4730
474,Customer_474,City_74,4740
475,Customer_475,City_75,4750
476,Customer_476,City_76,4760
477,Customer_477,City_77,4770
478,Customer_478,City_78,4780
479,Customer_479,City_79,4790
480,Customer_480,City_80,4800
481,Customer_481,City_81,4810
482,Customer_482,City_82,4820
483,Customer_483,City_83,4830
484,Customer_484,City_84,4840
485,Customer_485,City_85,4850
486,Customer_486,City_86,4860
487,Customer_487,City_87,4870
488,Customer_488,City_88,4880
489,Customer_489,City_89,4890
490,Customer_490,City_90,4900
491,Customer_491,City_91,4910
492,Customer_492,City_92,4920
493,Customer_493,City_93,4930
494,Customer_494,City_94,4940
495,Customer_495,City_95,4950
496,Customer_496,City_96,4960
497,Customer_497,City_97,4970
498,Customer_498,City_98,4980
499,Customer_499,City_99,4990
500,Customer_500,City_0,5000
501,Customer_501,City_1,5010
502,Customer_502,City_2,5020
503,Customer_503,City_3,5030
504,Customer_504,City_4,5040
505,Customer_505,City_5,5050
506,Customer_506,City_6,5060
507,Customer_507,City_7,5070
508,Customer_508,City_8,5080
509,Customer_509,City_9,5090
510,Customer_510,City_10,5100
511,Customer_511,City_11,5110
512,Customer_512,City_12,5120
513,Customer_513,City_13,5130
514,Customer_514,City_14,5140
515,Customer_515,City_15,5150
516,Customer_516,City_16,5160
517,Customer_517,City_17,5170
518,Customer_518,City_18,5180
519,Customer_519,City_19,5190
520,Customer_520,City_20,5200
521,Customer_521,City_21,5210
522,Customer_522,City_22,5220
523,Customer_523,City_23,5230
524,Customer_524,City_24,5240
525,Customer_525,City_25,5250
526,Customer_526,City_26,5260
527,Customer_527,City_27,5270
528,Customer_528,City_28,5280
529,Customer_529,City_29,5290
530,Customer_530,City_30,5300
531,Customer_531,City_31,5310
532,Customer_532,City_32,5320
533,Customer_533,City_33,5330
534,Customer_534,City_34,5340
535,Customer_535,City_35,5350
536,Customer_536,City_36,5360
537,Customer_537,City_37,5370
538,Customer_538,City_38,5380
539,Customer_539,City_39,5390
540,Customer_540,City_40,5400
541,Customer_541,City_41,5410
542,Customer_542,City_42,5420
543,Customer_543,City_43,5430
544,Customer_544,City_44,5440
545,Customer_545,City_45,5450
546,Customer_546,City_46,5460
547,Customer_547,City_47,5470
548,Customer_548,City_48,5480
549,Customer_549,City_49,5490
550,Customer_550,City_50,5500
551,Customer_551,City_51,5510
552,Customer_552,City_52,5520
553,Customer_553,City_53,5530
554,Customer_554,City_54,5540
555,Customer_555,City_55,5550
556,Customer_556,City_56,5560
557,Customer_557,City_57,5570
558,Customer_558,City_58,5580
559,Customer_559,City_59,5590
560,Customer_560,City_60,5600
561,Customer_561,City_61,5610
562,Customer_562,City_62,5620
563,Customer_563,City_63,5630
564,Customer_564,City_64,5640
565,Customer_565,City_65,5650
566,Customer_566,City_66,5660
567,Customer_567,City_67,5670
568,Customer_568,City_68,5680
569,Customer_569,City_69,5690
570,Customer_570,City_70,5700
571,Customer_571,City_71,5710
572,Customer_572,City_72,5720
573,Customer_573,City_73,5730
574,Customer_574,City_74,5740
575,Customer_575,City_75,5750
576,Customer_576,City_76,5760
577,Customer_577,City_77,5770
578,Customer_578,City_78,5780
579,Customer_579,City_79,5790
580,Customer_580,City_80,5800
581,Customer_581,City_81,5810
582,Customer_582,City_82,5820
583,Customer_583,City_83,5830
584,Customer_584,City_84,5840
585,Customer_585,City_85,5850
586,Customer_586,City_86,5860
587,Customer_587,City_87,5870
588,Customer_588,City_88,5880
589,Customer_589,City_89,5890
590,Customer_590,City_90,5900
591,Customer_591,City_91,5910
592,Customer_592,City_92,5920
593,Customer_593,City_93,5930
594,Customer_594,City_94,5940
595,Customer_595,City_95,5950
596,Customer_596,City_96,5960
597,Customer_597,City_97,5970
598,Customer_598,City_98,5980
599,Customer_599,City_99,5990
600,Customer_600,City_0,6000
601,Customer_601,City_1,6010
602,Customer_602,City_2,6020
603,Customer_603,City_3,6030
604,Customer_604,City_4,6040
605,Customer_605,City_5,6050
606,Customer_606,City_6,6060
607,Customer_607,City_7,6070
608,Customer_608,City_8,6080
609,Customer_609,City_9,6090
610,Customer_610,City_10,6100
611,Customer_611,City_11,6110
612,Customer_612,City_12,6120
613,Customer_613,City_13,6130
614,Customer_614,City_14,6140
615,Customer_615,City_15,6150
616,Customer_616,City_16,6160
617,Customer_617,City_17,6170
618,Customer_618,City_18,6180
619,Customer_619,City_19,6190
620,Customer_620,City_20,6200
621,Customer_621,City_21,6210
622,Customer_622,City_22,6220
623,Customer_623,City_23,6230
624,Customer_624,City_24,6240
625,Customer_625,City_25,6250
626,Customer_626,City_26,6260
627,Customer_627,City_27,6270
628,Customer_628,City_28,6280
629,Customer_629,City_29,6290
630,Customer_630,City_30,6300
631,Customer_631,City_31,6310
632,Customer_632,City_32,6320
633,Customer_633,City_33,6330
634,Customer_634,City_34,6340
635,Customer_635,City_35,6350
636,Customer_636,City_36,6360
637,Customer_637,City_37,6370
638,Customer_638,City_38,6380
639,Customer_639,City_39,6390
640,Customer_640,City_40,6400
641,Customer_641,City_41,6410
642,Customer_642,City_42,6420
643,Customer_643,City_43,6430
644,Customer_644,City_44,6440
645,Customer_645,City_45,6450
646,Customer_646,City_46,6460
647,Customer_647,City_47,6470
648,Customer_648,City_48,6480
649,Customer_649,City_49,6490
650,Customer_650,City_50,6500
651,Customer_651,City_51,6510
652,Customer_652,City_52,6520
653,Customer_653,City_53,6530
654,Customer_654,City_54,6540
655,Customer_655,City_55,6550
656,Customer_656,City_56,6560
657,Customer_657,City_57,6570
658,Customer_658,City_58,6580
659,Customer_659,City_59,6590
660,Customer_660,City_60,6600
661,Customer_661,City_61,6610
662,Customer_662,City_62,6620
663,Customer_663,City_63,6630
664,Customer_664,City_64,6640
665,Customer_665,City_65,6650
666,Customer_666,City_66,6660
667,Customer_667,City_67,6670
668,Customer_668,City_68,6680
669,Customer_669,City_69,6690
670,Customer_670,City_70,6700
671,Customer_671,City_71,6710
672,Customer_672,City_72,6720
673,Customer_673,City_73,6730
674,Customer_674,City_74,6740
675,Customer_675,City_75,6750
676,Customer_676,City_76,6760
677,Customer_677,City_77,6770
678,Customer_678,City_78,6780
679,Customer_679,City_79,6790
680,Customer_680,City_80,6800
681,Customer_681,City_81,6810
682,Customer_682,City_82,6820
683,Customer_683,City_83,6830
684,Customer_684,City_84,6840
685,Customer_685,City_85,6850
686,Customer_686,City_86,6860
687,Customer_687,City_87,6870
688,Customer_688,City_88,6880
689,Customer_689,City_89,6890
690,Customer_690,City_90,6900
691,Customer_691,City_91,6910
692,Customer_692,City_92,6920
693,Customer_693,City_93,6930
694,Customer_694,City_94,6940
695,Customer_695,City_95,6950
696,Customer_696,City_96,6960
697,Customer_697,City_97,6970
698,Customer_698,City_98,6980
699,Customer_699,City_99,6990
700,Customer_700,City_0,7000
701,Customer_701,City_1,7010
702,Customer_702,City_2,7020
703,Customer_703,City_3,7030
704,Customer_704,City_4,7040
705,Customer_705,City_5,7050
706,Customer_706,City_6,7060
707,Customer_707,City_7,7070
708,Customer_708,City_8,7080
709,Customer_709,City_9,7090
710,Customer_710,City_10,7100
711,Customer_711,City_11,7110
712,Customer_712,City_12,7120
713,Customer_713,City_13,7130
714,Customer_714,City_14,7140
715,Customer_715,City_15,7150
716,Customer_716,City_16,7160
717,Customer_717,City_17,7170
718,Customer_718,City_18,7180
719,Customer_719,City_19,7190
720,Customer_720,City_20,7200
721,Customer_721,City_21,7210
722,Customer_722,City_22,7220
723,Customer_723,City_23,7230
724,Customer_724,City_24,7240
725,Customer_725,City_25,7250
726,Customer_726,City_26,7260
727,Customer_727,City_27,7270
728,Customer_728,City_28,7280
729,Customer_729,City_29,7290
730,Customer_730,City_30,7300
731,Customer_731,City_31,7310
732,Customer_732,City_32,7320
733,Customer_733,City_33,7330
734,Customer_734,City_34,7340
735,Customer_735,City_35,7350
736,Customer_736,City_36,7360
737,Customer_737,City_37,7370
738,Customer_738,City_38,7380
739,Customer_739,City_39,7390
740,Customer_740,City_40,7400
741,Customer_741,City_41,7410
742,Customer_742,City_42,7420
743,Customer_743,City_43,7430
744,Customer_744,City_44,7440
745,Customer_745,City_45,7450
746,Customer_746,City_46,7460
747,Customer_747,City_47,7470
748,Customer_748,City_48,7480
749,Customer_749,City_49,7490
750,Customer_750,City_50,7500
751,Customer_751,City_51,7510
752,Customer_752,City_52,7520
753,Customer_753,City_53,7530
754,Customer_754,City_54,7540
755,Customer_755,City_55,7550
756,Customer_756,City_56,7560
757,Customer_757,City_57,7570
758,Customer_758,City_58,7580
759,Customer_759,City_59,7590
760,Customer_760,City_60,7600
761,Customer_761,City_61,7610
762,Customer_762,City_62,7620
763,Customer_763,City_63,7630
764,Customer_764,City_64,7640
765,Customer_765,City_65,7650
766,Customer_766,City_66,7660
767,Customer_767,City_67,7670
768,Customer_768,City_68,7680
769,Customer_769,City_69,7690
770,Customer_770,City_70,7700
771,Customer_771,City_71,7710
772,Customer_772,City_72,7720
773,Customer_773,City_73,7730
774,Customer_774,City_74,7740
775,Customer_775,City_75,7750
776,Customer_776,City_76,7760
777,Customer_777,City_77,7770
778,Customer_778,City_78,7780
779,Customer_779,City_79,7790
780,Customer_780,City_80,7800
781,Customer_781,City_81,7810
782,Customer_782,City_82,7820
783,Customer_783,City_83,7830
784,Customer_784,City_84,7840
785,Customer_785,City_85,7850
786,Customer_786,City_86,7860
787,Customer_787,City_87,7870
788,Customer_788,City_88,7880
789,Customer_789,City_89,7890
790,Customer_790,City_90,7900
791,Customer_791,City_91,7910
792,Customer_792,City_92,7920
793,Customer_793,City_93,7930
794,Customer_794,City_94,7940
795,Customer_795,City_95,7950
796,Customer_796,City_96,7960
797,Customer_797,City_97,7970
798,Customer_798,City_98,7980
799,Customer_799,City_99,7990
800,Customer_800,City_0,8000
801,Customer_801,City_1,8010
802,Customer_802,City_2,8020
803,Customer_803,City_3,8030
804,Customer_804,City_4,8040
805,Customer_805,City_5,8050
806,Customer_806,City_6,8060
807,Customer_807,City_7,8070
808,Customer_808,City_8,8080
809,Customer_809,City_9,8090
810,Customer_810,City_10,8100
811,Customer_811,City_11,8110
812,Customer_812,City_12,8120
813,Customer_813,City_13,8130
814,Customer_814,City_14,8140
815,Customer_815,City_15,8150
816,Customer_816,City_16,8160
817,Customer_817,City_17,8170
818,Customer_818,City_18,8180
819,Customer_819,City_19,8190
820,Customer_820,City_20,8200
821,Customer_821,City_21,8210
822,Customer_822,City_22,8220
823,Customer_823,City_23,8230
824,Customer_824,City_24,8240
825,Customer_825,City_25,8250
826,Customer_826,City_26,8260
827,Customer_827,City_27,8270
828,Customer_828,City_28,8280
829,Customer_829,City_29,8290
830,Customer_830,City_30,8300
831,Customer_831,City_31,8310
832,Customer_832,City_32,8320
833,Customer_833,City_33,8330
834,Customer_834,City_34,8340
835,Customer_835,City_35,8350
836,Customer_836,City_36,8360
837,Customer_837,City_37,8370
838,Customer_838,City_38,8380
839,Customer_839,City_39,8390
840,Customer_840,City_40,8400
841,Customer_841,City_41,8410
842,Customer_842,City_42,8420
843,Customer_843,City_43,8430
844,Customer_844,City_44,8440
845,Customer_845,City_45,8450
846,Customer_846,City_46,8460
847,Customer_847,City_47,8470
848,Customer_848,City_48,8480
849,Customer_849,City_49,8490
850,Customer_850,City_50,8500
851,Customer_851,City_51,8510
852,Customer_852,City_52,8520
853,Customer_853,City_53,8530
854,Customer_854,City_54,8540
855,Customer_855,City_55,8550
856,Customer_856,City_56,8560
857,Customer_857,City_57,8570
858,Customer_858,City_58,8580
859,Customer_859,City_59,8590
860,Customer_860,City_60,8600
861,Customer_861,City_61,8610
862,Customer_862,City_62,8620
863,Customer_863,City_63,8630
864,Customer_864,City_64,8640
865,Customer_865,City_65,8650
866,Customer_866,City_66,8660
867,Customer_867,City_67,8670
868,Customer_868,City_68,8680
869,Customer_869,City_69,8690
870,Customer_870,City_70,8700
871,Customer_871,City_71,8710
872,Customer_872,City_72,8720
873,Customer_873,City_73,8730
874,Customer_874,City_74,8740
875,Customer_875,City_75,8750
876,Customer_876,City_76,8760
877,Customer_877,City_77,8770
878,Customer_878,City_78,8780
879,Customer_879,City_79,8790
880,Customer_880,City_80,8800
881,Customer_881,City_81,8810
882,Customer_882,City_82,8820
883,Customer_883,City_83,8830
884,Customer_884,City_84,8840
885,Customer_885,City_85,8850
886,Customer_886,City_86,8860
887,Customer_887,City_87,8870
888,Customer_888,City_88,8880
889,Customer_889,City_89,8890
890,Customer_890,City_90,8900
891,Customer_891,City_91,8910
892,Customer_892,City_92,8920
893,Customer_893,City_93,8930
894,Customer_894,City_94,8940
895,Customer_895,City_95,8950
896,Customer_896,City_96,8960
897,Customer_897,City_97,8970
898,Customer_898,City_98,8980
899,Customer_899,City_99,8990
900,Customer_900,City_0,9000
901,Customer_901,City_1,9010
902,Customer_902,City_2,9020
903,Customer_903,City_3,9030
904,Customer_904,City_4,9040
905,Customer_905,City_5,9050
906,Customer_906,City_6,9060
907,Customer_907,City_7,9070
908,Customer_908,City_8,9080
909,Customer_909,City_9,9090
910,Customer_910,City_10,9100
911,Customer_911,City_11,9110
912,Customer_912,City_12,9120
913,Customer_913,City_13,9130
914,Customer_914,City_14,9140
915,Customer_915,City_15,9150
916,Customer_916,City_16,9160
917,Customer_917,City_17,9170
918,Customer_918,City_18,9180
919,Customer_919,City_19,9190
920,Customer_920,City_20,9200
921,Customer_921,City_21,9210
922,Customer_922,City_22,9220
923,Customer_923,City_23,9230
924,Customer_924,City_24,9240
925,Customer_925,City_25,9250
926,Customer_926,City_26,9260
927,Customer_927,City_27,9270
928,Customer_928,City_28,9280
929,Customer_929,City_29,9290
930,Customer_930,City_30,9300
931,Customer_931,City_31,9310
932,Customer_932,City_32,9320
933,Customer_933,City_33,9330
934,Customer_934,City_34,9340
935,Customer_935,City_35,9350
936,Customer_936,City_36,9360
937,Customer_937,City_37,9370
